name_contains_bot,screen_name_contains_bot,name_screen_levenshtein,followers_count,following_count,favorites_count,tweets_count,verified,location,description_contains_link,description_contains_bot,tweets_contains_link_count,tweets_contains_bot_count,retweet_count,tweet_levenstein1,tweet_levenstein2,tweet_levenstein3,tweet_levenstein4,is_bot
FALSE,FALSE,13,134,140,9591,7010,FALSE,,FALSE,FALSE,1,0,2,106,110,107,114,FALSE
FALSE,FALSE,16,251823,1001,191,27157,FALSE,الرياض,FALSE,FALSE,3,0,3,112,122,111,132,FALSE
FALSE,FALSE,5,8072,508,10519,13830,FALSE,"Lahore, Pakistan",FALSE,FALSE,3,0,1,105,105,107,97,FALSE
FALSE,FALSE,26,721,613,6569,5853,FALSE,,FALSE,FALSE,3,0,1,112,114,101,105,FALSE
FALSE,FALSE,13,2,0,118,19,FALSE,,TRUE,FALSE,5,0,0,94,62,10,58,TRUE
FALSE,FALSE,3,266,247,922,1342,FALSE,"Philadelphia, PA",FALSE,FALSE,4,0,2,99,111,121,101,FALSE
FALSE,FALSE,8,110256,1367,15020,69504,TRUE,Email: hhassan@newlinesmag.com,TRUE,FALSE,2,0,3,121,110,116,111,FALSE
FALSE,FALSE,9,391,329,3427,28842,FALSE,lost angels,FALSE,FALSE,3,0,0,107,63,67,73,FALSE
FALSE,FALSE,1,154558,1028,15834,33819,TRUE,"Wexford,Ireland/London,England",TRUE,FALSE,5,0,0,102,106,101,105,FALSE
FALSE,FALSE,0,33129259,1823,1907,275816,TRUE,,FALSE,FALSE,5,0,0,109,109,108,113,TRUE
FALSE,FALSE,9,182,551,40244,5283,FALSE,,FALSE,FALSE,5,0,4,42,40,48,42,FALSE
FALSE,FALSE,6,90,227,1,3733,FALSE,Wisconsin,FALSE,FALSE,5,0,0,84,94,86,90,FALSE
FALSE,FALSE,0,1481850,898,10243,39342,TRUE,contact@gotaga.tv,FALSE,FALSE,2,0,2,120,91,129,117,FALSE
FALSE,FALSE,1,1520391,678,2869,2720,TRUE,los angeles,FALSE,FALSE,4,0,0,102,109,113,98,FALSE
FALSE,FALSE,10,106880,323,6306,9997,FALSE,Pitchside,FALSE,FALSE,2,0,2,113,120,115,122,FALSE
FALSE,FALSE,9,315,411,252,3106,FALSE,"Florence, Tuscany",FALSE,FALSE,2,0,5,107,68,108,102,TRUE
FALSE,FALSE,8,182454,856,707,6128,TRUE,Jamaica,FALSE,FALSE,0,0,0,54,58,89,53,FALSE
FALSE,FALSE,12,21,255,239,100,FALSE,,TRUE,FALSE,3,0,5,113,113,120,121,TRUE
FALSE,FALSE,6,1462188,946,3688,335374,TRUE,,TRUE,FALSE,5,0,0,80,90,96,95,TRUE
FALSE,TRUE,25,205,7,4,14599,FALSE,"Washington, DC",FALSE,FALSE,4,4,0,96,103,94,86,TRUE
FALSE,FALSE,4,203,695,10895,2114,FALSE,,FALSE,FALSE,1,0,5,86,118,118,116,FALSE
FALSE,FALSE,12,2,0,196,27,FALSE,,TRUE,FALSE,2,0,4,110,104,113,132,TRUE
FALSE,FALSE,7,1589,200,361,4747,FALSE,,FALSE,FALSE,4,0,4,121,123,114,110,FALSE
FALSE,FALSE,7,73,129,1089,1473,FALSE,htx,FALSE,FALSE,3,0,4,30,44,111,47,FALSE
FALSE,FALSE,9,9636,3861,53074,74803,FALSE,,FALSE,FALSE,3,0,1,54,35,36,31,FALSE
FALSE,FALSE,9,15,119,1411,264,FALSE,,FALSE,FALSE,3,0,0,115,107,121,112,FALSE
FALSE,FALSE,23,14370,2100,27118,64943,TRUE,"Los Angeles, CA",FALSE,FALSE,1,0,0,69,108,61,63,FALSE
FALSE,FALSE,3,23794,3272,1721,5299,TRUE,"Brussels, Belgium",TRUE,FALSE,2,0,3,114,116,119,116,FALSE
FALSE,TRUE,8,34,3,21,3547,FALSE,,FALSE,TRUE,0,0,0,67,65,28,58,TRUE
FALSE,FALSE,14,83674,3095,17743,75691,TRUE,NYC / Kingston,FALSE,FALSE,4,0,0,97,95,63,53,FALSE
FALSE,FALSE,12,20,46,933,366,FALSE,"Tokyo-to, Japan",FALSE,FALSE,2,0,0,36,36,36,115,TRUE
FALSE,FALSE,20,53,52,1717,2282,FALSE,United States,FALSE,FALSE,2,0,4,96,116,118,118,FALSE
FALSE,FALSE,1,13778,1567,16197,21888,TRUE,"Bethesda, MD",FALSE,FALSE,2,0,1,35,108,122,57,FALSE
FALSE,FALSE,20,113,1196,5991,585,FALSE,ROCHESTER NY,FALSE,FALSE,0,0,1,23,22,74,122,FALSE
FALSE,FALSE,4,1126,2008,25736,1018,FALSE,"Jersey City, NJ",FALSE,FALSE,2,0,1,64,101,113,117,FALSE
FALSE,FALSE,4,4855032,2776,634,40397,TRUE,,FALSE,FALSE,3,0,2,62,121,26,95,FALSE
FALSE,FALSE,10,110524,590,7194,76690,TRUE,,FALSE,FALSE,3,0,0,81,92,109,97,FALSE
FALSE,FALSE,11,704997,191,9845,7264,TRUE,Mumbai,FALSE,FALSE,2,0,1,93,56,110,52,FALSE
FALSE,FALSE,11,29,131,153,164,FALSE,"Maryland, USA",FALSE,FALSE,3,0,4,76,107,101,106,FALSE
FALSE,FALSE,6,397,183,16844,6876,FALSE,,FALSE,FALSE,3,0,0,86,131,120,102,TRUE
FALSE,FALSE,8,4528816,931,10267,15670,TRUE,,FALSE,FALSE,1,0,4,105,116,111,123,FALSE
FALSE,FALSE,22,451,860,67878,58075,FALSE,,FALSE,FALSE,1,0,1,106,120,122,112,FALSE
FALSE,FALSE,3,112616,305,251,8032,FALSE,Santiago de Chile,FALSE,FALSE,3,0,1,94,96,103,124,FALSE
FALSE,FALSE,4,34208,420,1882,33869,TRUE,"Chapel Hill, NC",FALSE,FALSE,4,0,1,116,91,100,106,FALSE
FALSE,FALSE,9,4500700,1,2,1073,TRUE,"Moscow, Russia",FALSE,FALSE,3,0,0,102,120,129,110,FALSE
FALSE,FALSE,4,2116429,14823,1868,481572,TRUE,Spain,TRUE,FALSE,5,0,0,93,100,100,94,TRUE
FALSE,FALSE,16,217,617,2708,5359,FALSE,"Austintown, Ohio",FALSE,FALSE,0,0,4,115,116,119,109,TRUE
FALSE,FALSE,9,476,837,157036,114951,FALSE,"Fox Chase, PA • Chandler, AZ",FALSE,FALSE,3,0,5,37,57,122,96,FALSE
FALSE,FALSE,9,1683575,981,374061,78726,TRUE,"Jackson, Wyoming",FALSE,FALSE,1,0,5,111,116,109,112,FALSE
FALSE,FALSE,13,155,675,8848,4186,FALSE,"Syracuse, NY",FALSE,FALSE,3,0,3,104,67,66,107,FALSE
FALSE,FALSE,1,1149303,2575,12642,15869,TRUE,Perú,FALSE,FALSE,5,0,3,98,59,52,48,FALSE
FALSE,FALSE,11,72655,2900,13271,45102,TRUE,"Houston, TX",TRUE,FALSE,2,0,1,104,122,93,121,FALSE
FALSE,FALSE,15,766103,318,1706,7327,TRUE,Las Vegas ,FALSE,FALSE,4,0,1,9,30,116,37,FALSE
FALSE,FALSE,8,87,460,32611,1452,FALSE,US,TRUE,FALSE,5,0,5,102,109,103,89,TRUE
FALSE,FALSE,10,7,327,2487,3115,FALSE,U.S.A,FALSE,FALSE,2,0,5,112,112,109,115,TRUE
FALSE,FALSE,12,304,483,7597,25214,FALSE,In your mind,FALSE,FALSE,2,0,2,58,121,84,75,FALSE
FALSE,FALSE,1,29027,123,724,16007,TRUE,Exhaling ,FALSE,FALSE,2,0,1,128,113,128,113,FALSE
FALSE,FALSE,6,92,407,4143,2108,FALSE,"Columbus, Ohio",FALSE,FALSE,2,0,3,61,110,111,55,FALSE
FALSE,FALSE,5,171902,335,424,5241,TRUE,,FALSE,FALSE,5,0,0,108,91,101,90,FALSE
FALSE,FALSE,14,234,203,45545,19334,FALSE,"Ohio, USA",FALSE,FALSE,4,0,3,114,101,98,115,FALSE
FALSE,FALSE,7,210454,6222,14340,27389,TRUE,"Denver, CO",TRUE,FALSE,5,0,0,111,108,111,106,FALSE
FALSE,FALSE,17,1809,2735,39031,74149,FALSE,Chile ~ She/Her,FALSE,FALSE,4,0,3,124,116,115,119,FALSE
FALSE,FALSE,8,6484692,344,2213,4127,TRUE,,FALSE,FALSE,2,0,3,125,122,114,112,FALSE
FALSE,FALSE,12,29,84,1994,2656,FALSE,State of Confusion,FALSE,FALSE,5,0,1,112,111,116,111,FALSE
FALSE,FALSE,9,1635,399,74105,163740,FALSE,frostburg comp sci,FALSE,FALSE,2,0,5,72,61,33,126,FALSE
FALSE,FALSE,8,30,139,47,2033,FALSE,,FALSE,FALSE,5,0,0,23,115,62,110,FALSE
FALSE,FALSE,11,552,398,37838,50364,FALSE,Earth,FALSE,FALSE,1,0,2,79,80,116,78,FALSE
FALSE,FALSE,4,60015,629,1134,179022,TRUE,INDIA,FALSE,FALSE,5,0,0,94,93,97,101,FALSE
FALSE,FALSE,7,102,392,46009,1751,FALSE,,FALSE,FALSE,0,0,4,64,109,113,112,FALSE
FALSE,FALSE,1,1717297,4958,24179,73547,TRUE,"Secaucus, NJ",TRUE,FALSE,2,0,0,47,53,69,89,TRUE
FALSE,FALSE,12,298210,109,21,11413,FALSE,New Media,FALSE,FALSE,2,0,2,106,123,119,120,TRUE
FALSE,FALSE,5,456,290,9562,42499,FALSE,"Chicago, IL",FALSE,FALSE,0,0,4,65,69,63,84,FALSE
FALSE,FALSE,1,29442,534,1344,1981,FALSE,Los Angeles,FALSE,FALSE,3,0,2,121,52,113,121,FALSE
FALSE,FALSE,16,1307157,35,3498,4216,TRUE,,FALSE,FALSE,3,0,1,46,124,28,24,FALSE
FALSE,FALSE,10,45,103,184,1259,FALSE,Florida,FALSE,FALSE,5,0,0,35,25,25,26,FALSE
FALSE,FALSE,8,586,874,28496,31012,FALSE,Milwaukee native in Florida  ,FALSE,FALSE,3,0,4,111,119,116,107,FALSE
FALSE,FALSE,1,1692,561,2113,777,FALSE,Virginia,FALSE,FALSE,4,0,0,122,106,103,101,FALSE
FALSE,FALSE,8,17768,4,6095,622,TRUE,LOS ANGELES,FALSE,FALSE,4,0,3,78,122,100,39,FALSE
FALSE,FALSE,1,1656,1296,5880,7565,TRUE,"New York, NY",FALSE,FALSE,0,0,4,105,97,113,112,FALSE
FALSE,FALSE,3,19699,265,1148,2600,TRUE,"Montana, USA",FALSE,FALSE,0,0,0,55,55,52,93,FALSE
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
