name_contains_bot,screen_name_contains_bot,name_screen_levenshtein,followers_count,following_count,favorites_count,tweets_count,verified,location,description_contains_link,description_contains_bot,tweets_contains_link_count,tweets_contains_bot_count,retweet_count,tweet_levenstein1,tweet_levenstein2,tweet_levenstein3,tweet_levenstein4,is_bot
FALSE,FALSE,13,134,140,9591,7010,FALSE,,FALSE,FALSE,1,0,2,106,110,107,114,FALSE
FALSE,FALSE,16,251823,1001,191,27157,FALSE,الرياض,FALSE,FALSE,3,0,3,112,122,111,132,FALSE
FALSE,FALSE,5,8072,508,10519,13830,FALSE,"Lahore, Pakistan",FALSE,FALSE,3,0,1,105,105,107,97,FALSE
FALSE,FALSE,26,721,613,6569,5853,FALSE,,FALSE,FALSE,3,0,1,112,114,101,105,FALSE
FALSE,FALSE,13,2,0,118,19,FALSE,,TRUE,FALSE,5,0,0,94,62,10,58,TRUE
FALSE,FALSE,3,266,247,922,1342,FALSE,"Philadelphia, PA",FALSE,FALSE,4,0,2,99,111,121,101,FALSE
FALSE,FALSE,8,110256,1367,15020,69504,TRUE,Email: hhassan@newlinesmag.com,TRUE,FALSE,2,0,3,121,110,116,111,FALSE
FALSE,FALSE,9,391,329,3427,28842,FALSE,lost angels,FALSE,FALSE,3,0,0,107,63,67,73,FALSE
FALSE,FALSE,1,154558,1028,15834,33819,TRUE,"Wexford,Ireland/London,England",TRUE,FALSE,5,0,0,102,106,101,105,FALSE
FALSE,FALSE,0,33129259,1823,1907,275816,TRUE,,FALSE,FALSE,5,0,0,109,109,108,113,TRUE
FALSE,FALSE,9,182,551,40244,5283,FALSE,,FALSE,FALSE,5,0,4,42,40,48,42,FALSE
FALSE,FALSE,6,90,227,1,3733,FALSE,Wisconsin,FALSE,FALSE,5,0,0,84,94,86,90,FALSE
FALSE,FALSE,0,1481850,898,10243,39342,TRUE,contact@gotaga.tv,FALSE,FALSE,2,0,2,120,91,129,117,FALSE
FALSE,FALSE,1,1520391,678,2869,2720,TRUE,los angeles,FALSE,FALSE,4,0,0,102,109,113,98,FALSE
FALSE,FALSE,10,106880,323,6306,9997,FALSE,Pitchside,FALSE,FALSE,2,0,2,113,120,115,122,FALSE
FALSE,FALSE,9,315,411,252,3106,FALSE,"Florence, Tuscany",FALSE,FALSE,2,0,5,107,68,108,102,TRUE
FALSE,FALSE,8,182454,856,707,6128,TRUE,Jamaica,FALSE,FALSE,0,0,0,54,58,89,53,FALSE
FALSE,FALSE,12,21,255,239,100,FALSE,,TRUE,FALSE,3,0,5,113,113,120,121,TRUE
FALSE,FALSE,6,1462188,946,3688,335374,TRUE,,TRUE,FALSE,5,0,0,80,90,96,95,TRUE
FALSE,TRUE,25,205,7,4,14599,FALSE,"Washington, DC",FALSE,FALSE,4,4,0,96,103,94,86,TRUE
FALSE,FALSE,4,203,695,10895,2114,FALSE,,FALSE,FALSE,1,0,5,86,118,118,116,FALSE
FALSE,FALSE,12,2,0,196,27,FALSE,,TRUE,FALSE,2,0,4,110,104,113,132,TRUE
FALSE,FALSE,7,1589,200,361,4747,FALSE,,FALSE,FALSE,4,0,4,121,123,114,110,FALSE
FALSE,FALSE,7,73,129,1089,1473,FALSE,htx,FALSE,FALSE,3,0,4,30,44,111,47,FALSE
FALSE,FALSE,9,9636,3861,53074,74803,FALSE,,FALSE,FALSE,3,0,1,54,35,36,31,FALSE
FALSE,FALSE,9,15,119,1411,264,FALSE,,FALSE,FALSE,3,0,0,115,107,121,112,FALSE
FALSE,FALSE,23,14370,2100,27118,64943,TRUE,"Los Angeles, CA",FALSE,FALSE,1,0,0,69,108,61,63,FALSE
FALSE,FALSE,3,23794,3272,1721,5299,TRUE,"Brussels, Belgium",TRUE,FALSE,2,0,3,114,116,119,116,FALSE
FALSE,TRUE,8,34,3,21,3547,FALSE,,FALSE,TRUE,0,0,0,67,65,28,58,TRUE
FALSE,FALSE,14,83674,3095,17743,75691,TRUE,NYC / Kingston,FALSE,FALSE,4,0,0,97,95,63,53,FALSE
FALSE,FALSE,12,20,46,933,366,FALSE,"Tokyo-to, Japan",FALSE,FALSE,2,0,0,36,36,36,115,TRUE
FALSE,FALSE,20,53,52,1717,2282,FALSE,United States,FALSE,FALSE,2,0,4,96,116,118,118,FALSE
FALSE,FALSE,1,13778,1567,16197,21888,TRUE,"Bethesda, MD",FALSE,FALSE,2,0,1,35,108,122,57,FALSE
FALSE,FALSE,20,113,1196,5991,585,FALSE,ROCHESTER NY,FALSE,FALSE,0,0,1,23,22,74,122,FALSE
FALSE,FALSE,4,1126,2008,25736,1018,FALSE,"Jersey City, NJ",FALSE,FALSE,2,0,1,64,101,113,117,FALSE
FALSE,FALSE,4,4855032,2776,634,40397,TRUE,,FALSE,FALSE,3,0,2,62,121,26,95,FALSE
FALSE,FALSE,10,110524,590,7194,76690,TRUE,,FALSE,FALSE,3,0,0,81,92,109,97,FALSE
FALSE,FALSE,11,704997,191,9845,7264,TRUE,Mumbai,FALSE,FALSE,2,0,1,93,56,110,52,FALSE
FALSE,FALSE,11,29,131,153,164,FALSE,"Maryland, USA",FALSE,FALSE,3,0,4,76,107,101,106,FALSE
FALSE,FALSE,6,397,183,16844,6876,FALSE,,FALSE,FALSE,3,0,0,86,131,120,102,TRUE
FALSE,FALSE,8,4528816,931,10267,15670,TRUE,,FALSE,FALSE,1,0,4,105,116,111,123,FALSE
FALSE,FALSE,22,451,860,67878,58075,FALSE,,FALSE,FALSE,1,0,1,106,120,122,112,FALSE
FALSE,FALSE,3,112616,305,251,8032,FALSE,Santiago de Chile,FALSE,FALSE,3,0,1,94,96,103,124,FALSE
FALSE,FALSE,4,34208,420,1882,33869,TRUE,"Chapel Hill, NC",FALSE,FALSE,4,0,1,116,91,100,106,FALSE
FALSE,FALSE,9,4500700,1,2,1073,TRUE,"Moscow, Russia",FALSE,FALSE,3,0,0,102,120,129,110,FALSE
FALSE,FALSE,4,2116429,14823,1868,481572,TRUE,Spain,TRUE,FALSE,5,0,0,93,100,100,94,TRUE
FALSE,FALSE,16,217,617,2708,5359,FALSE,"Austintown, Ohio",FALSE,FALSE,0,0,4,115,116,119,109,TRUE
FALSE,FALSE,9,476,837,157036,114951,FALSE,"Fox Chase, PA • Chandler, AZ",FALSE,FALSE,3,0,5,37,57,122,96,FALSE
FALSE,FALSE,9,1683575,981,374061,78726,TRUE,"Jackson, Wyoming",FALSE,FALSE,1,0,5,111,116,109,112,FALSE
FALSE,FALSE,13,155,675,8848,4186,FALSE,"Syracuse, NY",FALSE,FALSE,3,0,3,104,67,66,107,FALSE
FALSE,FALSE,1,1149303,2575,12642,15869,TRUE,Perú,FALSE,FALSE,5,0,3,98,59,52,48,FALSE
FALSE,FALSE,11,72655,2900,13271,45102,TRUE,"Houston, TX",TRUE,FALSE,2,0,1,104,122,93,121,FALSE
FALSE,FALSE,15,766103,318,1706,7327,TRUE,Las Vegas ,FALSE,FALSE,4,0,1,9,30,116,37,FALSE
FALSE,FALSE,8,87,460,32611,1452,FALSE,US,TRUE,FALSE,5,0,5,102,109,103,89,TRUE
FALSE,FALSE,10,7,327,2487,3115,FALSE,U.S.A,FALSE,FALSE,2,0,5,112,112,109,115,TRUE
FALSE,FALSE,12,304,483,7597,25214,FALSE,In your mind,FALSE,FALSE,2,0,2,58,121,84,75,FALSE
FALSE,FALSE,1,29027,123,724,16007,TRUE,Exhaling ,FALSE,FALSE,2,0,1,128,113,128,113,FALSE
FALSE,FALSE,6,92,407,4143,2108,FALSE,"Columbus, Ohio",FALSE,FALSE,2,0,3,61,110,111,55,FALSE
FALSE,FALSE,5,171902,335,424,5241,TRUE,,FALSE,FALSE,5,0,0,108,91,101,90,FALSE
FALSE,FALSE,14,234,203,45545,19334,FALSE,"Ohio, USA",FALSE,FALSE,4,0,3,114,101,98,115,FALSE
FALSE,FALSE,7,210454,6222,14340,27389,TRUE,"Denver, CO",TRUE,FALSE,5,0,0,111,108,111,106,FALSE
FALSE,FALSE,17,1809,2735,39031,74149,FALSE,Chile ~ She/Her,FALSE,FALSE,4,0,3,124,116,115,119,FALSE
FALSE,FALSE,8,6484692,344,2213,4127,TRUE,,FALSE,FALSE,2,0,3,125,122,114,112,FALSE
FALSE,FALSE,12,29,84,1994,2656,FALSE,State of Confusion,FALSE,FALSE,5,0,1,112,111,116,111,FALSE
FALSE,FALSE,9,1635,399,74105,163740,FALSE,frostburg comp sci,FALSE,FALSE,2,0,5,72,61,33,126,FALSE
FALSE,FALSE,8,30,139,47,2033,FALSE,,FALSE,FALSE,5,0,0,23,115,62,110,FALSE
FALSE,FALSE,11,552,398,37838,50364,FALSE,Earth,FALSE,FALSE,1,0,2,79,80,116,78,FALSE
FALSE,FALSE,4,60015,629,1134,179022,TRUE,INDIA,FALSE,FALSE,5,0,0,94,93,97,101,FALSE
FALSE,FALSE,7,102,392,46009,1751,FALSE,,FALSE,FALSE,0,0,4,64,109,113,112,FALSE
FALSE,FALSE,1,1717297,4958,24179,73547,TRUE,"Secaucus, NJ",TRUE,FALSE,2,0,0,47,53,69,89,TRUE
FALSE,FALSE,12,298210,109,21,11413,FALSE,New Media,FALSE,FALSE,2,0,2,106,123,119,120,TRUE
FALSE,FALSE,5,456,290,9562,42499,FALSE,"Chicago, IL",FALSE,FALSE,0,0,4,65,69,63,84,FALSE
FALSE,FALSE,1,29442,534,1344,1981,FALSE,Los Angeles,FALSE,FALSE,3,0,2,121,52,113,121,FALSE
FALSE,FALSE,16,1307157,35,3498,4216,TRUE,,FALSE,FALSE,3,0,1,46,124,28,24,FALSE
FALSE,FALSE,10,45,103,184,1259,FALSE,Florida,FALSE,FALSE,5,0,0,35,25,25,26,FALSE
FALSE,FALSE,8,586,874,28496,31012,FALSE,Milwaukee native in Florida  ,FALSE,FALSE,3,0,4,111,119,116,107,FALSE
FALSE,FALSE,1,1692,561,2113,777,FALSE,Virginia,FALSE,FALSE,4,0,0,122,106,103,101,FALSE
FALSE,FALSE,8,17768,4,6095,622,TRUE,LOS ANGELES,FALSE,FALSE,4,0,3,78,122,100,39,FALSE
FALSE,FALSE,1,1656,1296,5880,7565,TRUE,"New York, NY",FALSE,FALSE,0,0,4,105,97,113,112,FALSE
FALSE,FALSE,3,19699,265,1148,2600,TRUE,"Montana, USA",FALSE,FALSE,0,0,0,55,55,52,93,FALSE
FALSE,FALSE,1,2580,691,8838,10184,TRUE,"Atlanta, GA",FALSE,FALSE,2,0,1,119,111,111,121,FALSE
FALSE,FALSE,13,77,33,21,8537,FALSE,"Ontario, Canada",FALSE,TRUE,0,0,0,92,48,50,53,TRUE
FALSE,FALSE,5,20,127,969,1168,FALSE,"Michigan, USA",FALSE,FALSE,0,0,0,18,51,44,28,TRUE
FALSE,FALSE,4,604,101,95,1213,FALSE,"Nashville, TN",FALSE,FALSE,1,0,0,131,130,113,116,FALSE
FALSE,FALSE,14,82,42,2501,604,FALSE,,FALSE,FALSE,5,0,1,82,105,75,83,FALSE
FALSE,FALSE,7,279,475,3242,1597,FALSE,,FALSE,FALSE,2,0,1,33,22,129,60,FALSE
FALSE,FALSE,7,3714,1201,128898,35606,TRUE,,FALSE,FALSE,3,0,5,124,117,119,111,FALSE
FALSE,FALSE,10,300,313,14369,19795,FALSE,"Carmel, IN",FALSE,FALSE,4,0,3,58,67,118,66,TRUE
FALSE,FALSE,7,200007,1148,2947,53669,FALSE,東京都世田谷区桜新町,FALSE,FALSE,2,0,2,136,67,118,65,FALSE
FALSE,FALSE,9,778,831,8288,165846,FALSE,,TRUE,FALSE,0,0,0,93,128,107,103,TRUE
FALSE,FALSE,11,190,336,848,260,FALSE,"Champaign, IL",FALSE,FALSE,3,1,1,114,102,123,108,FALSE
FALSE,FALSE,1,2287518,745,12428,3002,TRUE,BobSaget.com,FALSE,FALSE,3,0,2,112,121,110,107,FALSE
FALSE,FALSE,9,29131,1609,25614,12196,TRUE,"Mordor, New Jersey",FALSE,FALSE,3,0,0,109,56,114,36,FALSE
FALSE,FALSE,16,797,436,1818,2395,FALSE,"New Orleans, LA",FALSE,FALSE,4,0,2,119,52,110,58,FALSE
FALSE,FALSE,3,1475223,82,162,15256,TRUE,Brazil,FALSE,TRUE,2,0,3,119,120,115,120,FALSE
FALSE,FALSE,14,31,468,4053,354,FALSE,"Orléans, France",TRUE,FALSE,4,0,4,54,97,56,53,TRUE
FALSE,FALSE,3,847986,29,1082,3023,TRUE,"Detroit, MI",FALSE,FALSE,4,0,1,108,117,105,105,FALSE
FALSE,FALSE,9,22842,18806,43,11504,FALSE,"Cairo, Egypt",TRUE,FALSE,3,0,1,57,68,51,64,FALSE
FALSE,FALSE,9,1031,867,40933,46305,FALSE,NYC,FALSE,FALSE,2,0,1,54,53,55,52,FALSE
FALSE,FALSE,15,0,0,25,197,FALSE,,FALSE,FALSE,3,0,5,125,110,119,115,TRUE
FALSE,FALSE,13,105,277,1122,6340,FALSE,Allegra e ottimista,FALSE,FALSE,0,0,5,110,124,102,102,FALSE
FALSE,FALSE,6,1082,1729,4530,43769,FALSE,Michigan,FALSE,FALSE,2,0,0,78,53,42,102,FALSE
FALSE,FALSE,6,197,505,5,4748,FALSE,America ,FALSE,FALSE,1,0,0,40,50,80,68,FALSE
FALSE,FALSE,18,6395,1861,23974,8591,FALSE,"Chicago, IL",FALSE,FALSE,1,0,3,110,114,117,113,FALSE
FALSE,FALSE,3,1618871,84,69,17132,TRUE,Roma e Torino ,TRUE,FALSE,1,0,5,106,97,97,95,FALSE
FALSE,FALSE,3,314240,11520,465731,269958,TRUE,"Palm Bay, FL",FALSE,FALSE,2,0,2,122,115,101,117,FALSE
FALSE,FALSE,14,426,1688,76,37356,FALSE,👣Indus Valley👣🇮🇳👣🇬🇧,FALSE,FALSE,2,0,2,111,126,111,115,FALSE
FALSE,FALSE,11,45,81,369,82,FALSE,,TRUE,FALSE,3,0,0,16,26,27,35,TRUE
FALSE,FALSE,7,3645,4996,15186,36826,FALSE,Runnymede Poultry Farm,FALSE,FALSE,1,0,3,115,97,113,122,FALSE
FALSE,FALSE,17,14,33,1202,1528,FALSE,hazebrouck,FALSE,FALSE,2,0,0,62,115,99,50,TRUE
FALSE,FALSE,3,144881,2955,7554,19020,TRUE,Los Angeles,TRUE,FALSE,5,0,0,102,82,80,102,FALSE
FALSE,FALSE,12,17205,7173,749,23381,FALSE,الرياض,FALSE,FALSE,2,0,5,75,111,92,100,FALSE
FALSE,FALSE,4,49,356,17439,5169,FALSE,"Goshen, KY",FALSE,FALSE,4,0,0,56,79,47,38,FALSE
FALSE,FALSE,7,41,346,2368,3421,FALSE,Oklahoma,FALSE,FALSE,3,0,2,105,78,107,73,TRUE
FALSE,FALSE,3,1182159,597,372,2714,TRUE,"Long Beach, CA",FALSE,FALSE,2,0,1,101,72,90,83,FALSE
FALSE,FALSE,8,205,366,3885,790,FALSE,,FALSE,FALSE,2,0,3,128,111,115,112,FALSE
FALSE,FALSE,7,1175075,1290,169,28850,TRUE,,FALSE,FALSE,4,0,1,82,100,102,116,FALSE
FALSE,FALSE,12,20360,1279,18516,6766,TRUE,"New York, USA",FALSE,FALSE,4,0,1,97,72,84,94,FALSE
FALSE,FALSE,5,8,91,19,25,FALSE,The City,FALSE,FALSE,4,0,1,126,59,22,23,FALSE
FALSE,FALSE,7,319,130,422,1378,FALSE,"Pennsylvania, USA",FALSE,FALSE,1,0,0,114,89,94,91,FALSE
FALSE,FALSE,12,499,348,27373,20914,FALSE,tri-state area,FALSE,FALSE,0,0,2,62,94,64,66,FALSE
FALSE,FALSE,12,11392,11375,30841,97283,FALSE,"Williamsburg, VA",FALSE,FALSE,4,0,2,112,113,114,118,FALSE
FALSE,FALSE,10,2092,2110,10468,26358,TRUE,"West Chester, PA",FALSE,FALSE,4,0,1,106,123,46,41,FALSE
FALSE,FALSE,13,55537,22899,17688,18948,FALSE,東京都港区六本木,FALSE,FALSE,4,0,1,44,76,112,42,FALSE
FALSE,FALSE,1,278928,3641,21943,49670,TRUE,"Los Angeles, CA",FALSE,FALSE,1,0,0,59,85,65,62,FALSE
FALSE,FALSE,33,238175,1589,10271,34978,TRUE,Everywhere,FALSE,FALSE,0,0,5,111,107,111,112,FALSE
FALSE,FALSE,1,3903,1057,5711,19822,TRUE,East Coast,FALSE,FALSE,3,0,0,106,105,100,131,FALSE
FALSE,FALSE,9,291,1418,27334,3787,FALSE,,FALSE,FALSE,1,0,2,73,124,63,21,FALSE
FALSE,FALSE,1,4158254,16,201,5564,TRUE,England,FALSE,FALSE,4,0,1,129,136,131,130,FALSE
FALSE,FALSE,10,1434,3713,62828,9997,FALSE,,FALSE,FALSE,3,0,2,132,118,129,132,FALSE
FALSE,FALSE,10,3,72,1486,2263,FALSE,"Ankara, Türkiye",FALSE,FALSE,0,0,3,57,65,66,86,TRUE
FALSE,FALSE,4,51236,255,3196,21172,TRUE,,FALSE,FALSE,4,0,3,123,54,60,77,FALSE
FALSE,FALSE,14,166,267,1,2098,FALSE,Florida,TRUE,FALSE,5,0,0,84,66,74,61,TRUE
FALSE,FALSE,13,437966,1106,221,3991,TRUE,,FALSE,FALSE,5,0,0,101,104,100,99,FALSE
FALSE,FALSE,4,1265,845,17357,19933,FALSE,"ZN, Rio de Janeiro ",FALSE,FALSE,1,0,0,36,48,38,44,FALSE
FALSE,FALSE,8,301,674,1724,4684,FALSE,"Paducah, KY",FALSE,FALSE,4,0,0,120,63,49,61,FALSE
FALSE,FALSE,14,757,983,8267,5594,FALSE,"Ann Arbor, MI",FALSE,FALSE,2,1,3,111,120,119,112,FALSE
FALSE,FALSE,4,179764,5081,58010,87640,TRUE,Sin City,TRUE,FALSE,2,0,1,75,110,95,113,FALSE
FALSE,FALSE,4,331,985,3033,2951,FALSE,NYC,TRUE,FALSE,0,0,0,107,106,105,93,FALSE
FALSE,FALSE,1,253,1176,7773,14696,FALSE,"Valledupar, Colombia",FALSE,FALSE,5,0,5,89,91,89,87,TRUE
FALSE,FALSE,3,0,0,54,123,FALSE,,FALSE,FALSE,2,0,3,104,100,63,62,FALSE
FALSE,FALSE,11,115,182,2458,1723,FALSE,Kuwait-Egypt,TRUE,FALSE,5,0,0,2,9,0,2,FALSE
FALSE,FALSE,9,0,37,29,242,FALSE,Arlington,FALSE,FALSE,2,0,5,102,103,119,99,TRUE
FALSE,FALSE,16,437,333,181522,59941,FALSE,NorCal,TRUE,FALSE,2,0,0,38,112,71,41,FALSE
FALSE,FALSE,3,197,303,31328,2485,FALSE,,FALSE,FALSE,0,0,2,33,34,30,28,FALSE
FALSE,FALSE,7,341861,892,6,1198,FALSE,"İstanbul, Türkiye",FALSE,FALSE,5,0,0,111,102,108,112,FALSE
FALSE,FALSE,13,84,152,2056,2849,FALSE,"Miami, Fl",TRUE,FALSE,4,0,1,114,65,55,103,TRUE
FALSE,FALSE,3,9722,4763,7035,15023,TRUE,"Raleigh, NC",FALSE,FALSE,5,0,0,113,100,86,107,FALSE
FALSE,FALSE,11,18,0,247,54,FALSE,,TRUE,FALSE,3,0,3,109,67,71,112,TRUE
FALSE,FALSE,13,189,479,6049,7832,FALSE,The real real America,FALSE,FALSE,1,1,1,114,123,127,127,FALSE
FALSE,FALSE,8,351,348,72673,11111,FALSE,"Norwalk, CT",FALSE,FALSE,0,0,0,21,31,32,17,FALSE
FALSE,FALSE,1,5496,1341,2209,8137,TRUE,Virginia,FALSE,FALSE,3,0,2,105,108,118,103,FALSE
FALSE,FALSE,14,68,241,1317,1308,FALSE,,FALSE,FALSE,5,0,0,55,106,50,90,FALSE
FALSE,FALSE,4,2612,2328,1929,7966,FALSE,Scotland ,FALSE,FALSE,5,0,0,0,14,14,98,FALSE
FALSE,FALSE,10,2343,1616,11906,4257,FALSE,"Boston, MA",FALSE,FALSE,1,0,2,111,111,122,116,FALSE
FALSE,TRUE,7,1858,2,22,16775,FALSE,"Providence, RI",TRUE,TRUE,0,0,0,107,70,46,61,TRUE
FALSE,FALSE,14,20,0,343,60,FALSE,,TRUE,FALSE,4,0,1,130,125,131,133,TRUE
FALSE,FALSE,1,863826,715,1432,66195,FALSE,USA,FALSE,FALSE,1,0,1,56,53,83,62,TRUE
FALSE,FALSE,14,681,719,0,1271035,FALSE,あんたのうしろ,FALSE,TRUE,0,0,0,33,20,7,11,TRUE
FALSE,FALSE,8,190,920,40670,6350,FALSE,☀️Cali ,FALSE,FALSE,3,0,1,64,53,121,66,FALSE
FALSE,FALSE,1,43,46,1701,2545,FALSE,,FALSE,FALSE,2,0,0,0,87,44,45,TRUE
FALSE,FALSE,11,167,397,52233,12701,FALSE,"Hereford, TX",FALSE,FALSE,3,0,2,66,110,111,72,FALSE
FALSE,FALSE,1,465,532,16713,3207,FALSE,Massachusetts,FALSE,FALSE,0,0,0,39,42,71,42,FALSE
FALSE,FALSE,12,53,1124,398,440,FALSE,,FALSE,FALSE,2,0,5,118,121,114,111,TRUE
FALSE,FALSE,0,229166,881,14083,10693,TRUE,,TRUE,FALSE,2,0,1,114,71,99,76,FALSE
FALSE,FALSE,14,63512,6063,110891,281300,FALSE,NYC to Pluto 🚀,FALSE,FALSE,1,0,2,86,93,82,84,FALSE
FALSE,FALSE,15,5,0,25,180,FALSE,,FALSE,FALSE,2,0,5,108,123,48,125,TRUE
FALSE,FALSE,12,1033408,235,16,7196,FALSE,,FALSE,FALSE,1,0,5,90,84,85,92,FALSE
FALSE,FALSE,9,871162,215,766,4015,TRUE,"Chicago, IL",TRUE,FALSE,3,0,2,102,121,120,117,FALSE
FALSE,FALSE,6,116119,18714,1067,49809,FALSE,Brasil,FALSE,FALSE,1,0,0,42,114,75,46,FALSE
FALSE,FALSE,3,1631967,4453,4145,147483,TRUE,Paris,FALSE,FALSE,5,0,0,109,106,100,102,FALSE
FALSE,FALSE,10,210,308,2504,5157,FALSE,stads van bloemen,FALSE,FALSE,4,0,0,117,72,96,101,TRUE
FALSE,FALSE,1,136332,85,32239,28101,TRUE,"Vancouver, BC",FALSE,FALSE,3,0,1,117,115,108,115,FALSE
FALSE,FALSE,0,231721,160,1857,14808,TRUE,,FALSE,FALSE,2,0,0,96,33,45,31,FALSE
FALSE,FALSE,7,59,167,583,854,FALSE,M78,FALSE,FALSE,1,0,0,36,24,134,33,FALSE
FALSE,FALSE,11,84,410,2364,3906,FALSE,,FALSE,FALSE,2,0,3,94,112,111,115,TRUE
FALSE,FALSE,20,1400411,2370,6351,16361,TRUE,Santiago de Chile,FALSE,FALSE,0,0,5,111,110,106,112,FALSE
FALSE,FALSE,12,1112686,52,40,271,TRUE,Milano,FALSE,FALSE,5,0,1,79,33,105,97,FALSE
FALSE,FALSE,9,468,327,2424,22937,FALSE,Indonesia / Bandung,FALSE,FALSE,3,0,2,62,36,124,127,TRUE
FALSE,FALSE,1,346,1341,12964,1700,FALSE,"Des Moines, IA",FALSE,FALSE,3,0,0,120,68,33,119,FALSE
FALSE,FALSE,10,13071,360,733,3747,FALSE,NYC,TRUE,FALSE,5,0,0,104,100,100,98,FALSE
FALSE,FALSE,16,10,0,242,35,FALSE,,TRUE,FALSE,2,0,5,90,116,129,114,TRUE
FALSE,FALSE,11,707532,1421,268,70324,TRUE,Nigeria ,FALSE,FALSE,5,0,0,73,58,77,70,FALSE
FALSE,FALSE,6,1505221,20735,1504,1289205,FALSE,"Caracas, Venezuela",FALSE,FALSE,5,0,0,104,104,103,105,FALSE
FALSE,FALSE,4,2733,336,7567,2650,FALSE,Philadelphia,FALSE,FALSE,4,0,1,108,96,100,99,FALSE
FALSE,FALSE,2,100474,568,2289,65255,TRUE,"Pacific Place Mall, Jakarta",FALSE,FALSE,5,0,0,103,93,101,101,FALSE
FALSE,FALSE,9,703,670,18722,4077,FALSE,"Albuquerque, NM",FALSE,FALSE,0,0,0,92,105,96,98,FALSE
FALSE,FALSE,9,451,67,676,6424,FALSE,,FALSE,FALSE,1,0,1,125,123,76,57,FALSE
FALSE,FALSE,12,185,147,328,322,FALSE,"Austin, TX",FALSE,FALSE,3,0,2,114,71,109,115,FALSE
FALSE,FALSE,16,2897,1297,22268,6432,FALSE,Tennessee,FALSE,FALSE,2,0,1,40,43,115,115,FALSE
FALSE,FALSE,14,130,121,11173,6079,FALSE,she/her,FALSE,FALSE,1,0,0,22,42,29,42,FALSE
FALSE,FALSE,11,2666,1056,4896,14635,TRUE,NYC,FALSE,FALSE,4,0,1,116,122,114,117,FALSE
FALSE,FALSE,3,923830,195,579,7431,TRUE,Toronto. NY. Barcelona,FALSE,FALSE,3,0,1,64,65,54,54,FALSE
FALSE,FALSE,10,701,342,16386,12589,FALSE,,FALSE,FALSE,1,0,0,30,58,86,45,FALSE
FALSE,FALSE,3,1563866,255,689,5347,TRUE,,FALSE,FALSE,3,0,2,115,116,120,119,FALSE
FALSE,FALSE,6,3547,845,8741,9344,TRUE,"NYC/Edgewater, NJ",FALSE,FALSE,4,0,1,100,104,108,109,FALSE
FALSE,FALSE,6,1735,714,30876,36932,FALSE,"San Antonio, TX",FALSE,FALSE,2,0,4,81,121,110,132,FALSE
FALSE,FALSE,8,948,827,457,271207,FALSE,,FALSE,FALSE,1,0,1,117,51,101,50,TRUE
